Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,Epifania Sáhinos Pérez ESP / Areli Ponce GArcía APG,Transcription,Translation,Tokenization,Surface Segmentation,Canonical Segmentation,Surface Glossing,Canonical Glossing,Notes,,,,,
0:01:23,82.858,82858,00:01:22:21,0:01:23,83.181,83181,00:01:23:04,0:00:00,0.323,323,00:00:00:08,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:23,83.181,83181,00:01:23:04,0:01:24,83.505,83505,00:01:23:12,0:00:00,0.324,324,00:00:00:08,,,,chu:,chu:,chu:,PTCL,PTCL,,,,,,
0:01:24,83.505,83505,00:01:23:12,0:01:24,83.828,83828,00:01:23:20,0:00:00,0.323,323,00:00:00:08,,,,ka,ka,kah,only,only,,,,,,
0:01:24,83.828,83828,00:01:23:20,0:01:24,84.152,84152,00:01:24:03,0:00:00,0.324,324,00:00:00:08,,,,chaná,chaná,chaná',thus,thus,,,,,,
0:01:24,84.152,84152,00:01:24:03,0:01:24,84.475,84475,00:01:24:11,0:00:00,0.323,323,00:00:00:08,,,,wa:,wa:,wa:,FOC,FOC,,,,,,
0:01:24,84.475,84475,00:01:24:11,0:01:25,84.799,84799,00:01:24:19,0:00:00,0.324,324,00:00:00:08,,,,xwanqo:'yi,x-wan-qo:'-y-i,x-wan-qo:'-a:',PST-V.say-3PL-IPFV-JNCT,PST-V.say-3PL-IPFV,,,,,,
0:01:25,84.799,84799,00:01:24:19,0:01:25,85.122,85122,00:01:25:03,0:00:00,0.323,323,00:00:00:08,,,,laqqo:lán,laq-qo:l-án,laq-qo:lú'-an,PL-male-PL,PL-male-PL,,,,,,
0:01:25,85.122,85122,00:01:25:03,0:01:25,85.446,85446,00:01:25:11,0:00:00,0.324,324,00:00:00:08,,,,xwanqo:'ní:'t,x-wan-qo:'-ni:'t,x-wan-qo:'-ni:'t,PST-V.say-3PL-PRF,PST-V.say-3PL-PRF,,,,,,
0:01:25,85.446,85446,00:01:25:11,0:01:30,89.649,89649,00:01:29:16,0:00:04,4.203,4203,00:00:04:05,APG,"Xli:ka:na xa', pus niá:watiya likwa xa n chu: qalhí: iyma: xatachiwi:ni iyma: n tawá:'n,","Es verdad, de esta hierba no se tienen muchos conocimientos,",,,,,,,,,,,
0:01:25,85.446,85446,00:01:25:11,0:01:26,85.746,85746,00:01:25:18,0:00:00,0.3,300,00:00:00:07,,,,xli:ka:na,xli:ka:na,xli:ka:nah,true,true,,,,,,
0:01:26,85.746,85746,00:01:25:18,0:01:26,86.046,86046,00:01:26:01,0:00:00,0.3,300,00:00:00:07,,,,xa',xa',xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:01:26,86.046,86046,00:01:26:01,0:01:26,86.346,86346,00:01:26:08,0:00:00,0.3,300,00:00:00:07,,,,pus,pus,pus,INTJ,INTJ,,,,,,
0:01:26,86.346,86346,00:01:26:08,0:01:27,86.646,86646,00:01:26:16,0:00:00,0.3,300,00:00:00:07,,,,niá:watiya,ni-á:watiya,ni-á:watiya',NEG-extremely,NEG-extremely,,,,,,
0:01:27,86.646,86646,00:01:26:16,0:01:27,86.947,86947,00:01:26:23,0:00:00,0.301,301,00:00:00:07,,,,likwa,likwa,likwa',many,many,,,,,,
0:01:27,86.947,86947,00:01:26:23,0:01:27,87.247,87247,00:01:27:06,0:00:00,0.3,300,00:00:00:07,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:01:27,87.247,87247,00:01:27:06,0:01:28,87.547,87547,00:01:27:13,0:00:00,0.3,300,00:00:00:07,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:28,87.547,87547,00:01:27:13,0:01:28,87.847,87847,00:01:27:21,0:00:00,0.3,300,00:00:00:07,,,,chu:,chu:,chu:,PTCL,PTCL,,,,,,
0:01:28,87.847,87847,00:01:27:21,0:01:28,88.147,88147,00:01:28:03,0:00:00,0.3,300,00:00:00:07,,,,qalhí:,qalhí:,qalhi:-a:',V.have [3SBJ.SG PRES IPFV],V.have-IPFV [3SBJ.SG PRES],,,,,,
0:01:28,88.147,88147,00:01:28:03,0:01:28,88.448,88448,00:01:28:11,0:00:00,0.301,301,00:00:00:07,,,,iyma:,iyma:,iyma:,DEM,DEM,,,,,,
0:01:28,88.448,88448,00:01:28:11,0:01:29,88.748,88748,00:01:28:18,0:00:00,0.3,300,00:00:00:07,,,,xatachiwi:ni,xa-ta-chiwi:-n-i,xa-ta-chiwi:-n,DEF-INC-V.say-DVB-JNCT,DEF-INC-V.say-DVB,,,,,,
0:01:29,88.748,88748,00:01:28:18,0:01:29,89.048,89048,00:01:29:01,0:00:00,0.3,300,00:00:00:07,,,,iyma:,iyma:,iyma:,DEM,DEM,,,,,,
0:01:29,89.048,89048,00:01:29:01,0:01:29,89.348,89348,00:01:29:08,0:00:00,0.3,300,00:00:00:07,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:29,89.348,89348,00:01:29:08,0:01:30,89.649,89649,00:01:29:16,0:00:00,0.301,301,00:00:00:07,,,,tawá:'n,tawá:'n,tawá:'n,plant,plant,,,,,,
0:01:30,89.649,89649,00:01:29:16,0:01:32,91.742,91742,00:01:31:18,0:00:02,2.093,2093,00:00:02:02,APG,n pala chu: wi: n ti: nilaqapás pus....,aquellos que no lo conocen pues....,,,,,,,,,,,
0:01:30,89.649,89649,00:01:29:16,0:01:30,89.91,89910,00:01:29:22,0:00:00,0.261,261,00:00:00:06,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:30,89.91,89910,00:01:29:22,0:01:30,90.172,90172,00:01:30:04,0:00:00,0.262,262,00:00:00:06,,,,pala,pala,pala,CONJ,CONJ,,,,,,
0:01:30,90.172,90172,00:01:30:04,0:01:30,90.433,90433,00:01:30:10,0:00:00,0.261,261,00:00:00:06,,,,chu:,chu:,chu:,PTCL,PTCL,,,,,,
0:01:30,90.433,90433,00:01:30:10,0:01:31,90.695,90695,00:01:30:17,0:00:00,0.262,262,00:00:00:06,,,,wi:,wi:,wi:,there.is,there.is,,,,,,
0:01:31,90.695,90695,00:01:30:17,0:01:31,90.957,90957,00:01:30:23,0:00:00,0.262,262,00:00:00:06,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:31,90.957,90957,00:01:30:23,0:01:31,91.218,91218,00:01:31:05,0:00:00,0.261,261,00:00:00:06,,,,ti:,ti:,ti:,HREL,HREL,,,,,,
0:01:31,91.218,91218,00:01:31:05,0:01:31,91.48,91480,00:01:31:12,0:00:00,0.262,262,00:00:00:06,,,,nilaqapás,ni-laqapás,ni-laqapás-a:',NEG-V.recognize [3SBJ.SG PRES IPFV],NEG-V.recognize-IPFV [3SBJ.SG PRES],,,,,,
0:01:31,91.48,91480,00:01:31:12,0:01:32,91.742,91742,00:01:31:18,0:00:00,0.262,262,00:00:00:06,,,,pus,pus,pus,INTJ,INTJ,,,,,,
0:01:32,91.742,91742,00:01:31:18,0:01:34,93.675,93675,00:01:33:16,0:00:02,1.933,1933,00:00:01:23,APG,Wa: lantla natama:niya:'chini xatsi'tsi,Así como provoca granos en la,,,,,,,,,,,
0:01:32,91.742,91742,00:01:31:18,0:01:32,92.225,92225,00:01:32:05,0:00:00,0.483,483,00:00:00:12,,,,wa:,wa:,wa:,FOC,FOC,,,,,,
0:01:32,92.225,92225,00:01:32:05,0:01:33,92.708,92708,00:01:32:17,0:00:00,0.483,483,00:00:00:12,,,,lantla,lantla,lantlah,like,like,,,,,,
0:01:33,92.708,92708,00:01:32:17,0:01:33,93.191,93191,00:01:33:04,0:00:00,0.483,483,00:00:00:12,,,,natama:niya:'chini,na-ta-ma:-ni-ya:'-chi-n-i,na-ta-ma:-ni-a:'-ch-n,FUT-INC-V.lie.down-DAT-IPFV-PROX-2OBJ-JNCT,FUT-INC-V.lie.down-DAT-IPFV-PROX-2OBJ,,,,,,
0:01:33,93.191,93191,00:01:33:04,0:01:34,93.675,93675,00:01:33:16,0:00:00,0.484,484,00:00:00:12,,,,xatsi'tsi,xa-tsi'tsi,xa-tsi'tsi,DEF-pimple,DEF-pimple,,,,,,
0:01:34,93.675,93675,00:01:33:16,0:01:38,98.055,98055,00:01:38:01,0:00:04,4.38,4380,00:00:04:09,APG,"kmi..., kmilakxní:n, na: chaná xa xatawa:'ni pulúq qalhí:y n chu: laqtsatsu'qo:'wán,","piel, así también tiene granos sobre sus hojas de color rojo,",,,,,,,,,,,
0:01:34,93.675,93675,00:01:33:16,0:01:34,94.073,94073,00:01:34:01,0:00:00,0.398,398,00:00:00:09,,,,"kmi...,",k-mi-,k-mi-,LOC-2POSS-,LOC-2POSS-,,,,,,
0:01:34,94.073,94073,00:01:34:01,0:01:34,94.471,94471,00:01:34:11,0:00:00,0.398,398,00:00:00:09,,,,kmilakxní:n,k-mi-lakxní[FT]-:n,k-mi-lakxni[FT]-in,LOC-2POSS-body[FT]-PL,LOC-2POSS-body[FT]-PL,kmilakní:n,,,,,
0:01:34,94.471,94471,00:01:34:11,0:01:35,94.869,94869,00:01:34:21,0:00:00,0.398,398,00:00:00:09,,,,na:,na:,na:,aslo,also,,,,,,
0:01:35,94.869,94869,00:01:34:21,0:01:35,95.267,95267,00:01:35:06,0:00:00,0.398,398,00:00:00:09,,,,chaná,chaná,chaná',thus,thus,,,,,,
0:01:35,95.267,95267,00:01:35:06,0:01:36,95.665,95665,00:01:35:16,0:00:00,0.398,398,00:00:00:09,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:01:36,95.665,95665,00:01:35:16,0:01:36,96.064,96064,00:01:36:01,0:00:00,0.399,399,00:00:00:09,,,,xatawa:'ni,xa-tawa:'n-i,xa-tawa:'n,DEF-plant-JNCT,DEF-plant,,,,,,
0:01:36,96.064,96064,00:01:36:01,0:01:36,96.462,96462,00:01:36:11,0:00:00,0.398,398,00:00:00:09,,,,pulúq,pulúq,puluq,grainy,grainy,,,,,,
0:01:36,96.462,96462,00:01:36:11,0:01:37,96.86,96860,00:01:36:21,0:00:00,0.398,398,00:00:00:09,,,,qalhí:y,qalhí:-y,qalhi:-a:',V.have-IPFV [3SBJ.SG PRES],V.have-IPFV [3SBJ.SG PRES],,,,,,
0:01:37,96.86,96860,00:01:36:21,0:01:37,97.258,97258,00:01:37:06,0:00:00,0.398,398,00:00:00:09,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:37,97.258,97258,00:01:37:06,0:01:38,97.656,97656,00:01:37:16,0:00:00,0.398,398,00:00:00:09,,,,chu:,chu:,chu:,PTCL,PTCL,,,,,,
0:01:38,97.656,97656,00:01:37:16,0:01:38,98.055,98055,00:01:38:01,0:00:00,0.399,399,00:00:00:09,,,,laqtsatsu'qo:'wán,laq-tsatsu'-qo:'-wá-n,laq-tsatsu'-q-qo:'-wa'-n,PL-red-3PL-SEM-PL,PL-red-3PL-SEM-PL,,,,,,
0:01:38,98.055,98055,00:01:38:01,0:01:41,101.461,101461,00:01:41:11,0:00:03,3.406,3406,00:00:03:10,APG,"chaná xa n tama:ya:'chi n chu: n pala kmimakán, kminta'wani xatsi'tsi'.",de la misma manera provoca los granos en las manos o los pies.,,,,,,,,,,,
0:01:38,98.055,98055,00:01:38:01,0:01:38,98.364,98364,00:01:38:09,0:00:00,0.309,309,00:00:00:07,,,,chaná,chaná,chaná',thus,thus,,,,,,
0:01:38,98.364,98364,00:01:38:09,0:01:39,98.674,98674,00:01:38:16,0:00:00,0.31,310,00:00:00:07,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:01:39,98.674,98674,00:01:38:16,0:01:39,98.983,98983,00:01:38:24,0:00:00,0.309,309,00:00:00:07,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:39,98.983,98983,00:01:38:24,0:01:39,99.293,99293,00:01:39:07,0:00:00,0.31,310,00:00:00:07,,,,tama:ya:'chi,ta-ma:-ya:'-ch-i,ta-ma:-ya:'-ch,INC-V.lie.down-IPFV-PROX-JNCT [3SBJ.SG PRES],INC-V.lie.down-IPFV-PROX [3SBJ.SG PRES],,,,,,
0:01:39,99.293,99293,00:01:39:07,0:01:40,99.603,99603,00:01:39:15,0:00:00,0.31,310,00:00:00:07,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:40,99.603,99603,00:01:39:15,0:01:40,99.912,99912,00:01:39:22,0:00:00,0.309,309,00:00:00:07,,,,chu:,chu:,chu:,PTCL,PTCL,,,,,,
0:01:40,99.912,99912,00:01:39:22,0:01:40,100.222,100222,00:01:40:05,0:00:00,0.31,310,00:00:00:07,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:40,100.222,100222,00:01:40:05,0:01:41,100.532,100532,00:01:40:13,0:00:00,0.31,310,00:00:00:07,,,,pala,pala,pala,CONJ,CONJ,,,,,,
0:01:41,100.532,100532,00:01:40:13,0:01:41,100.841,100841,00:01:40:21,0:00:00,0.309,309,00:00:00:07,,,,kmimakán,k-mi-makán,k-mi-makán,LOC-2POSS-hand,LOC-2POSS-hand,,,,,,
0:01:41,100.841,100841,00:01:40:21,0:01:41,101.151,101151,00:01:41:03,0:00:00,0.31,310,00:00:00:07,,,,kminta'wani,k-min-ta'wan-i,k-min-ta'wan,LOC-2POSS-foot-JNCT,LOC-2POSS-foot,,,,,,
0:01:41,101.151,101151,00:01:41:03,0:01:41,101.461,101461,00:01:41:11,0:00:00,0.31,310,00:00:00:07,,,,xatsi'tsi',xa-tsi'tsi,xa-tsi'tsi',DEF-pimple,DEF-pimple,,,,,,
0:01:41,101.461,101461,00:01:41:11,0:01:43,103.43,103430,00:01:43:10,0:00:02,1.969,1969,00:00:01:24,ESP,Xli:ka:na na: n ti: kilhwampa:'t.,Es verdad lo que estás diciendo.,,,,,,,,,,,
0:01:41,101.461,101461,00:01:41:11,0:01:42,101.854,101854,00:01:41:21,0:00:00,0.393,393,00:00:00:09,,,,xli:ka:na,xli:ka:na,xli:ka:nah,true,true,,,,,,
0:01:42,101.854,101854,00:01:41:21,0:01:42,102.248,102248,00:01:42:06,0:00:00,0.394,394,00:00:00:09,,,,na:,na:,na:,aslo,also,,,,,,
0:01:42,102.117,102117,00:01:42:02,0:01:42,102.336,102336,00:01:42:08,0:00:00,0.219,219,00:00:00:05,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:43,102.642,102642,00:01:42:16,0:01:43,103.036,103036,00:01:43:00,0:00:00,0.394,394,00:00:00:09,,,,ti:,ti:,ti:,HREL,HREL,,,,,,
0:01:43,103.036,103036,00:01:43:00,0:01:43,103.43,103430,00:01:43:10,0:00:00,0.394,394,00:00:00:09,,,,kilhwampa:'t,kilh-wám-pa:'-t,kilh.wan-pa:'-t,mouth-V.say-PROG.2SBJ-2SBJ.SG,mouth-V.say-PROG.2SBJ-2SBJ.SG,,,,,,
0:01:41,101.461,101461,00:01:41:11,0:01:43,103.43,103430,00:01:43:10,0:00:02,1.969,1969,00:00:01:24,APG,Ka wa: xa n chu: n pi likwa xin....,Pero estos provocan mucha comezón.,,,,,,,,,,,
0:01:41,101.461,101461,00:01:41:11,0:01:42,101.679,101679,00:01:41:16,0:00:00,0.218,218,00:00:00:05,,,,ka,ka,kah,only,only,,,,,,
0:01:42,101.679,101679,00:01:41:16,0:01:42,101.898,101898,00:01:41:22,0:00:00,0.219,219,00:00:00:05,,,,wa:,wa:,wa:,FOC,FOC,,,,,,
0:01:42,101.898,101898,00:01:41:22,0:01:42,102.117,102117,00:01:42:02,0:00:00,0.219,219,00:00:00:05,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:01:42,102.248,102248,00:01:42:06,0:01:43,102.642,102642,00:01:42:16,0:00:00,0.394,394,00:00:00:09,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:42,102.336,102336,00:01:42:08,0:01:43,102.554,102554,00:01:42:13,0:00:00,0.218,218,00:00:00:05,,,,chu:,chu:,chu:,PTCL,PTCL,,,,,,
0:01:43,102.554,102554,00:01:42:13,0:01:43,102.773,102773,00:01:42:19,0:00:00,0.219,219,00:00:00:05,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:43,102.773,102773,00:01:42:19,0:01:43,102.992,102992,00:01:42:24,0:00:00,0.219,219,00:00:00:05,,,,pi,pi,pi,COMP,COMP,,,,,,
0:01:43,102.992,102992,00:01:42:24,0:01:43,103.211,103211,00:01:43:05,0:00:00,0.219,219,00:00:00:05,,,,likwa,likwa,likwa',many,many,,,,,,
0:01:43,103.211,103211,00:01:43:05,0:01:43,103.43,103430,00:01:43:10,0:00:00,0.219,219,00:00:00:05,,,,xin....,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
0:01:43,103.43,103430,00:01:43:10,0:01:47,106.834,106834,00:01:46:20,0:00:03,3.404,3404,00:00:03:10,ESP,"Xli:ka:na na: n ti: kilhwampa:'t, ti:pa:'tú xa iyma: n taxa:'k wi: xa ni:má:","Es verdad lo que dices, hay dos tipos de taxa:'k, hay uno que",,,,,,,,,,,
0:01:43,103.43,103430,00:01:43:10,0:01:44,103.691,103691,00:01:43:17,0:00:00,0.261,261,00:00:00:06,,,,xli:ka:na,xli:ka:na,xli:ka:nah,true,true,,,,,,
0:01:44,103.691,103691,00:01:43:17,0:01:44,103.953,103953,00:01:43:23,0:00:00,0.262,262,00:00:00:06,,,,na:,na:,na:,aslo,also,,,,,,
0:01:44,103.953,103953,00:01:43:23,0:01:44,104.215,104215,00:01:44:05,0:00:00,0.262,262,00:00:00:06,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:44,104.215,104215,00:01:44:05,0:01:44,104.477,104477,00:01:44:11,0:00:00,0.262,262,00:00:00:06,,,,ti:,ti:,ti:,HREL,HREL,,,,,,
0:01:44,104.477,104477,00:01:44:11,0:01:45,104.739,104739,00:01:44:18,0:00:00,0.262,262,00:00:00:06,,,,kilhwampa:'t,kilh-wám-pa:'-t,kilh.wan-pa:'-t,mouth-V.say-PROG.2SBJ-2SBJ.SG,mouth-V.say-PROG.2SBJ-2SBJ.SG,,,,,,
0:01:45,104.739,104739,00:01:44:18,0:01:45,105.001,105001,00:01:45:00,0:00:00,0.262,262,00:00:00:06,,,,ti:pa:'tú,ti:pa:'-tú,ti:pa:'-tuh,CLF-two,CLF-two,,,,,,
0:01:45,105.001,105001,00:01:45:00,0:01:45,105.262,105262,00:01:45:06,0:00:00,0.261,261,00:00:00:06,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:01:45,105.262,105262,00:01:45:06,0:01:46,105.524,105524,00:01:45:13,0:00:00,0.262,262,00:00:00:06,,,,iyma:,iyma:,iyma:,DEM,DEM,,,,,,
0:01:46,105.524,105524,00:01:45:13,0:01:46,105.786,105786,00:01:45:19,0:00:00,0.262,262,00:00:00:06,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:46,105.786,105786,00:01:45:19,0:01:46,106.048,106048,00:01:46:01,0:00:00,0.262,262,00:00:00:06,,,,taxa:'k,taxa:'k,taxa:'k,Toxicodendron.radicans,Toxicodendron.radicans,,,,,,
0:01:46,106.048,106048,00:01:46:01,0:01:46,106.31,106310,00:01:46:07,0:00:00,0.262,262,00:00:00:06,,,,wi:,wi:,wi:,there.is,there.is,,,,,,
0:01:46,106.31,106310,00:01:46:07,0:01:47,106.572,106572,00:01:46:14,0:00:00,0.262,262,00:00:00:06,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:01:47,106.572,106572,00:01:46:14,0:01:47,106.834,106834,00:01:46:20,0:00:00,0.262,262,00:00:00:06,,,,ni:má:,ni:má:,ni:má:,DEM,DEM,,,,,,
0:01:47,106.834,106834,00:01:46:20,0:01:49,109.381,109381,00:01:49:09,0:00:03,2.547,2547,00:00:02:13,ESP,"lu:pulúq lakawán, wi: n chu: wa ni:má: ni...,","tiene hojas con muchos granos, hay otro",,,,,,,,,,,
0:01:47,106.834,106834,00:01:46:20,0:01:47,107.152,107152,00:01:47:03,0:00:00,0.318,318,00:00:00:07,,,,lu:pulúq,lu:-pulúq,lu:-puluq,INTNS-grainy,INTNS-grainy,,,,,,
0:01:47,107.152,107152,00:01:47:03,0:01:47,107.47,107470,00:01:47:11,0:00:00,0.318,318,00:00:00:07,,,,lakawán,laka-wá-n,laka-wa'-n,face-SEM-2OBJ,face-SEM-2OBJ,,,,,,
0:01:47,107.47,107470,00:01:47:11,0:01:48,107.789,107789,00:01:47:19,0:00:00,0.319,319,00:00:00:07,,,,wi:,wi:,wi:,there.is,there.is,,,,,,
0:01:48,107.789,107789,00:01:47:19,0:01:48,108.107,108107,00:01:48:02,0:00:00,0.318,318,00:00:00:07,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:48,108.107,108107,00:01:48:02,0:01:48,108.425,108425,00:01:48:10,0:00:00,0.318,318,00:00:00:07,,,,chu:,chu:,chu:,PTCL,PTCL,,,,,,
0:01:48,108.425,108425,00:01:48:10,0:01:49,108.744,108744,00:01:48:18,0:00:00,0.319,319,00:00:00:07,,,,wa,wa[FT],wa[FT],FOC[FT],FOC[FT],wa:,,,,,
0:01:49,108.744,108744,00:01:48:18,0:01:49,109.062,109062,00:01:49:01,0:00:00,0.318,318,00:00:00:07,,,,ni:má:,ni:má:,ni:má:,DEM,DEM,,,,,,
0:01:49,109.062,109062,00:01:49:01,0:01:49,109.381,109381,00:01:49:09,0:00:00,0.319,319,00:00:00:07,,,,"ni...,",ni-[FS],ni-[FS],NEG-[FS],NEG-[FS],,,,,,
0:01:49,109.381,109381,00:01:49:09,0:01:53,113.178,113178,00:01:53:04,0:00:04,3.797,3797,00:00:03:19,ESP,nilaqapuluqo:'wa iyma: n pi na: chaná wa: ma:tsi'tsi:nán.,que no es así pero también es muy dañina.,,,,,,,,,,,
0:01:49,109.381,109381,00:01:49:09,0:01:50,109.855,109855,00:01:49:21,0:00:00,0.474,474,00:00:00:11,,,,nilaqapuluqo:'wa,ni-laqa-pulu-qo:'-wa,ni-laqa-puluq-qo:'-wa',NEG-face-grainy-3PL-SEM,NEG-face-grainy-3PL-SEM,,,,,,
0:01:50,109.855,109855,00:01:49:21,0:01:50,110.33,110330,00:01:50:08,0:00:00,0.475,475,00:00:00:11,,,,iyma:,iyma:,iyma:,DEM,DEM,,,,,,
0:01:50,110.33,110330,00:01:50:08,0:01:51,110.804,110804,00:01:50:20,0:00:00,0.474,474,00:00:00:11,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:51,110.804,110804,00:01:50:20,0:01:51,111.279,111279,00:01:51:06,0:00:00,0.475,475,00:00:00:11,,,,pi,pi,pi,COMP,COMP,,,,,,
0:01:51,111.279,111279,00:01:51:06,0:01:52,111.754,111754,00:01:51:18,0:00:00,0.475,475,00:00:00:11,,,,na:,na:,na:,aslo,also,,,,,,
0:01:52,111.754,111754,00:01:51:18,0:01:52,112.228,112228,00:01:52:05,0:00:00,0.474,474,00:00:00:11,,,,chaná,chaná,chaná',thus,thus,,,,,,
0:01:52,112.228,112228,00:01:52:05,0:01:53,112.703,112703,00:01:52:17,0:00:00,0.475,475,00:00:00:11,,,,wa:,wa:,wa:,FOC,FOC,,,,,,
0:01:53,112.703,112703,00:01:52:17,0:01:53,113.178,113178,00:01:53:04,0:00:00,0.475,475,00:00:00:11,,,,ma:tsi'tsi:nán,ma:-tsi'tsi:-nan,ma:-tsi'tsi:-nan,CAUS-V.pimple-ANTIP [3SBJ.SG PRES],CAUS-V.pimple-ANTIP [3SBJ.SG PRES],,,,,,
0:01:53,113.178,113178,00:01:53:04,0:01:56,116.105,116105,00:01:56:02,0:00:03,2.927,2927,00:00:02:23,APG,"Xli:ka:na, pus niá:watiya lhu:wa iyma: n qalhi:ya:'wi","Es muy cierto, no es mucho",,,,,,,,,,,
0:01:53,113.178,113178,00:01:53:04,0:01:54,113.596,113596,00:01:53:14,0:00:00,0.418,418,00:00:00:10,,,,xli:ka:na,xli:ka:na,xli:ka:nah,true,true,,,,,,
0:01:54,113.596,113596,00:01:53:14,0:01:54,114.014,114014,00:01:54:00,0:00:00,0.418,418,00:00:00:10,,,,pus,pus,pus,INTJ,INTJ,,,,,,
0:01:54,114.014,114014,00:01:54:00,0:01:54,114.432,114432,00:01:54:10,0:00:00,0.418,418,00:00:00:10,,,,niá:watiya,ni-á:watiya,ni-á:watiya',NEG-extremely,NEG-extremely,,,,,,
0:01:54,114.432,114432,00:01:54:10,0:01:55,114.85,114850,00:01:54:21,0:00:00,0.418,418,00:00:00:10,,,,lhu:wa,lhu:wa,lhu:wa',many,many,,,,,,
0:01:55,114.85,114850,00:01:54:21,0:01:55,115.268,115268,00:01:55:06,0:00:00,0.418,418,00:00:00:10,,,,iyma:,iyma:,iyma:,DEM,DEM,,,,,,
0:01:55,115.268,115268,00:01:55:06,0:01:56,115.686,115686,00:01:55:17,0:00:00,0.418,418,00:00:00:10,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:56,115.686,115686,00:01:55:17,0:01:56,116.105,116105,00:01:56:02,0:00:00,0.419,419,00:00:00:10,,,,qalhi:ya:'wi,qalhi:-ya:'-w-i,qalhi:-a:'-'w,V.have-IPFV-1SBJ.SG-JNCT,V.have-IPFV-1SBJ.SG,,,,,,
0:01:56,116.105,116105,00:01:56:02,0:01:59,119.053,119053,00:01:59:01,0:00:03,2.948,2948,00:00:02:23,APG,"xtachiwí:n wa: lantla kini laqapasá:'w, pus li:chiwi:nani:'tá'w.","lo que hay que decir, sólo como lo conocemos pues eso hemos hablado.",,,,,,,,,,,
0:01:56,116.105,116105,00:01:56:02,0:01:57,116.526,116526,00:01:56:13,0:00:00,0.421,421,00:00:00:10,,,,xtachiwí:n,x-ta-chiwi:-n,x-ta-chiwi:-n,3POSS-INC-V.say-DVB,3POSS-INC-V.say-DVB,,,,,,
0:01:57,116.526,116526,00:01:56:13,0:01:57,116.947,116947,00:01:56:23,0:00:00,0.421,421,00:00:00:10,,,,wa:,wa:,wa:,FOC,FOC,,,,,,
0:01:57,116.947,116947,00:01:56:23,0:01:57,117.368,117368,00:01:57:09,0:00:00,0.421,421,00:00:00:10,,,,lantla,lantla,lantlah,like,like,,,,,,
0:01:57,117.368,117368,00:01:57:09,0:01:58,117.789,117789,00:01:57:19,0:00:00,0.421,421,00:00:00:10,,,,kini,kin-i,kin,PRN.1SBJ.PL-JNCT,PRN.1SBJ.PL,,,,,,
0:01:58,117.789,117789,00:01:57:19,0:01:58,118.21,118210,00:01:58:05,0:00:00,0.421,421,00:00:00:10,,,,laqapasá:'w,laqapas-a:'-w,laqapas-a:'-'w,V.recognize-IPFV-1SBJ.PL [PRES],V.recognize-IPFV-1SBJ.PL [PRES],,,,,,
0:01:58,118.21,118210,00:01:58:05,0:01:59,118.631,118631,00:01:58:15,0:00:00,0.421,421,00:00:00:10,,,,pus,pus,pus,INTJ,INTJ,,,,,,
0:01:59,118.631,118631,00:01:58:15,0:01:59,119.053,119053,00:01:59:01,0:00:00,0.422,422,00:00:00:10,,,,li:chiwi:nani:'tá'w,li:-chiwi:-nan-i:'ta-'w,li:-chiwi:-nan-ni:'t-'w,INS-V.talk-ANTIP-PRF-1SBJ.PL,INS-V.talk-ANTIP-PRF-1SBJ.PL,,,,,,
0:01:59,119.053,119053,00:01:59:01,0:02:02,121.709,121709,00:02:01:17,0:00:03,2.656,2656,00:00:02:16,APG,"Wa kiti n kintakawaní', Areli Ponce García.",Mi nombre es Areli Ponce García.,,,,,,,,,,,
